UserID,R,S,R_l
U28305,N53585 N52622 N55204,N53585,"['N53585', 'N52622', 'N55204']"
U80017,N14478 N61233,N14478,"['N14478', 'N61233']"
U27371,N40109 N50872,N40109,"['N40109', 'N50872']"
U35354,N21707 N43502 N55689 N55204 N45270,N55689,"['N21707', 'N43502', 'N55689', 'N55204', 'N45270']"
U49083,N55689 N35729,N55689,"['N55689', 'N35729']"
U40543,N55689 N35729,N55689,"['N55689', 'N35729']"
U39641,N58363 N63970,N58363,"['N58363', 'N63970']"
U29824,N54489 N8191 N46029,N54489,"['N54489', 'N8191', 'N46029']"
U30778,N261 N20678 N17059 N27560,N20678,"['N261', 'N20678', 'N17059', 'N27560']"
U33825,N45523 N63060 N35815 N1539 N38779,N35815,"['N45523', 'N63060', 'N35815', 'N1539', 'N38779']"
U77353,N49279 N44651 N61022,N49279,"['N49279', 'N44651', 'N61022']"
U63109,N23446 N47098 N23877 N6477,N23877,"['N23446', 'N47098', 'N23877', 'N6477']"
U80666,N6693 N55689,N55689,"['N6693', 'N55689']"
U53405,N49685 N28047 N7840 N64542 N62093,N49685,"['N49685', 'N28047', 'N7840', 'N64542', 'N62093']"
U49863,N38779 N34185 N19661 N50872,N19661,"['N38779', 'N34185', 'N19661', 'N50872']"
U67895,N45266 N287 N51048 N47061,N47061,"['N45266', 'N287', 'N51048', 'N47061']"
U77212,N63970 N58363,N58363,"['N63970', 'N58363']"
U2348,N45266 N47061,N47061,"['N45266', 'N47061']"
U44723,N50469 N33619 N50675 N46029 N17419,N33619,"['N50469', 'N33619', 'N50675', 'N46029', 'N17419']"
U23032,N55689 N35729,N55689,"['N55689', 'N35729']"
U76469,N56214 N4642,N56214,"['N56214', 'N4642']"
U27414,N58363 N40839 N27560 N63970,N58363,"['N58363', 'N40839', 'N27560', 'N63970']"
U40584,N8191 N46526 N54489 N42597 N46029,N54489,"['N8191', 'N46526', 'N54489', 'N42597', 'N46029']"
U18748,N55689 N35729,N55689,"['N55689', 'N35729']"
U81891,N61022 N21882 N64513 N49279,N61022,"['N61022', 'N21882', 'N64513', 'N49279']"
U90404,N61022 N49279,N49279,"['N61022', 'N49279']"
U27489,N35729 N56193,N56193,"['N35729', 'N56193']"
U75765,N33885 N42977 N7821 N12029,N42977,"['N33885', 'N42977', 'N7821', 'N12029']"
U87984,N47020 N1034 N36752,N1034,"['N47020', 'N1034', 'N36752']"
U88908,N24272 N41881 N41178 N27845,N27845,"['N24272', 'N41881', 'N41178', 'N27845']"
U16011,N53585 N45270 N55689,N53585,"['N53585', 'N45270', 'N55689']"
U55529,N23414 N46029 N41222 N53585 N54489,N54489,"['N23414', 'N46029', 'N41222', 'N53585', 'N54489']"
U77571,N56214 N4642,N56214,"['N56214', 'N4642']"
U82981,N39010 N287,N287,"['N39010', 'N287']"
U34223,N55689 N35729,N55689,"['N55689', 'N35729']"
U34157,N46029 N54489 N23414,N23414,"['N46029', 'N54489', 'N23414']"
U38091,N49279 N61022,N49279,"['N49279', 'N61022']"
U38288,N47578 N50675 N33619 N20079,N20079,"['N47578', 'N50675', 'N33619', 'N20079']"
U34895,N7419 N20067 N35847 N11087 N47061,N35847,"['N7419', 'N20067', 'N35847', 'N11087', 'N47061']"
U63908,N24759 N49279,N49279,"['N24759', 'N49279']"
U20765,N28047 N48578 N49685,N49685,"['N28047', 'N48578', 'N49685']"
U70265,N37420 N60750,N60750,"['N37420', 'N60750']"
U49544,N52122 N7319 N62360 N41020,N52122,"['N52122', 'N7319', 'N62360', 'N41020']"
U92101,N20079 N14184 N33619 N50675,N33619,"['N20079', 'N14184', 'N33619', 'N50675']"
U22697,N17117 N23942 N28523 N35047,N17117,"['N17117', 'N23942', 'N28523', 'N35047']"
U21979,N33619 N50675,N33619,"['N33619', 'N50675']"
U71116,N43748 N55204 N13930,N55204,"['N43748', 'N55204', 'N13930']"
U57278,N7319 N50675 N33619 N49180,N7319,"['N7319', 'N50675', 'N33619', 'N49180']"
U751,N40839 N64851 N58363 N63970,N58363,"['N40839', 'N64851', 'N58363', 'N63970']"
U34528,N61740 N61233,N61233,"['N61740', 'N61233']"
U93438,N53585 N55689 N23414 N13930,N53585,"['N53585', 'N55689', 'N23414', 'N13930']"
U87254,N23414 N53585 N13930 N55689 N55204,N55689,"['N23414', 'N53585', 'N13930', 'N55689', 'N55204']"
U76543,N14184 N63970,N63970,"['N14184', 'N63970']"
U18905,N10746 N49956 N4510 N3418 N56214,N10746,"['N10746', 'N49956', 'N4510', 'N3418', 'N56214']"
U38200,N33848 N61623 N43432 N55689,N55689,"['N33848', 'N61623', 'N43432', 'N55689']"
U46639,N39010 N287,N287,"['N39010', 'N287']"
U72490,N6693 N55689,N55689,"['N6693', 'N55689']"
U16787,N49279 N61022 N21882,N49279,"['N49279', 'N61022', 'N21882']"
U85409,N27845 N51398 N41881,N41881,"['N27845', 'N51398', 'N41881']"
U33754,N56214 N4642 N51048 N8509,N56214,"['N56214', 'N4642', 'N51048', 'N8509']"
U24386,N38662 N55204 N13930,N55204,"['N38662', 'N55204', 'N13930']"
U45024,N47020 N36752 N29218,N36752,"['N47020', 'N36752', 'N29218']"
U45987,N4642 N51048 N56214 N64252 N14029,N4642,"['N4642', 'N51048', 'N56214', 'N64252', 'N14029']"
U14092,N42961 N35729 N27581 N55689,N35729 N55689,"['N42961', 'N35729', 'N27581', 'N55689']"
U53047,N46526 N54489 N8191 N46029 N53585,N54489,"['N46526', 'N54489', 'N8191', 'N46029', 'N53585']"
U16517,N47061 N45266,N47061,"['N47061', 'N45266']"
U67126,N40109 N50872,N40109,"['N40109', 'N50872']"
U26683,N63970 N58363,N58363,"['N63970', 'N58363']"
U41835,N55689 N35729 N7809 N59981,N35729,"['N55689', 'N35729', 'N7809', 'N59981']"
U28420,N49685 N56193 N43073 N31273,N49685,"['N49685', 'N56193', 'N43073', 'N31273']"
U29900,N36681 N41224 N26952 N49685,N26952,"['N36681', 'N41224', 'N26952', 'N49685']"
U42371,N63970 N64851 N40839 N58363 N27560,N63970,"['N63970', 'N64851', 'N40839', 'N58363', 'N27560']"
U63795,N62360 N7319 N52122 N41020,N52122,"['N62360', 'N7319', 'N52122', 'N41020']"
U69718,N6578 N23446,N6578,"['N6578', 'N23446']"
U14491,N27845 N41881,N27845,"['N27845', 'N41881']"
U72842,N51048 N39010 N26025 N287,N39010,"['N51048', 'N39010', 'N26025', 'N287']"
U5230,N7319 N20069 N63970 N62360,N63970,"['N7319', 'N20069', 'N63970', 'N62360']"
U63298,N46029 N42597 N54489,N42597,"['N46029', 'N42597', 'N54489']"
U4221,N47061 N287,N287,"['N47061', 'N287']"
U12955,N26179 N47020,N47020,"['N26179', 'N47020']"
U36531,N36221 N51287 N14029 N56214 N51048,N56214,"['N36221', 'N51287', 'N14029', 'N56214', 'N51048']"
U8482,N44651 N61022 N49279,N49279,"['N44651', 'N61022', 'N49279']"
U3291,N20678 N45704,N20678,"['N20678', 'N45704']"
U682,N8509 N56214 N4642 N21128,N56214,"['N8509', 'N56214', 'N4642', 'N21128']"
U56029,N61022 N57097,N57097,"['N61022', 'N57097']"
U35206,N36712 N13259 N24686 N23414,N13259,"['N36712', 'N13259', 'N24686', 'N23414']"
U33081,N33677 N12029 N7821 N33885,N12029,"['N33677', 'N12029', 'N7821', 'N33885']"
U59680,N55689 N53585 N23414,N53585,"['N55689', 'N53585', 'N23414']"
U19971,N53585 N52622 N55689 N35729,N55689,"['N53585', 'N52622', 'N55689', 'N35729']"
U67259,N27845 N24272 N41881 N41178,N41881,"['N27845', 'N24272', 'N41881', 'N41178']"
U58278,N49685 N21707,N49685,"['N49685', 'N21707']"
U27583,N288 N64916 N57097 N61022,N61022,"['N288', 'N64916', 'N57097', 'N61022']"
U86053,N41881 N26319 N47267,N26319,"['N41881', 'N26319', 'N47267']"
U41035,N36681 N42614 N49685 N47067,N49685,"['N36681', 'N42614', 'N49685', 'N47067']"
U4298,N50675 N453 N33619,N33619,"['N50675', 'N453', 'N33619']"
U70738,N26025 N33501 N23184 N51048,N51048,"['N26025', 'N33501', 'N23184', 'N51048']"
U68843,N27737 N1228 N59267 N57032 N19661,N57032,"['N27737', 'N1228', 'N59267', 'N57032', 'N19661']"
U14471,N17011 N63550 N42961,N63550,"['N17011', 'N63550', 'N42961']"
U78848,N7319 N3123,N3123,"['N7319', 'N3123']"
U88009,N61022 N1034 N61768,N61768,"['N61022', 'N1034', 'N61768']"
U18430,N35729 N52622 N21707 N55689,N21707,"['N35729', 'N52622', 'N21707', 'N55689']"
U57600,N20079 N33619,N20079,"['N20079', 'N33619']"
U43049,N52867 N41934,N41934,"['N52867', 'N41934']"
U15190,N56211 N41934 N61233 N61740,N61233,"['N56211', 'N41934', 'N61233', 'N61740']"
U18410,N50675 N33619 N47578 N20079,N33619,"['N50675', 'N33619', 'N47578', 'N20079']"
U69042,N50675 N33619,N33619,"['N50675', 'N33619']"
U40842,N16118 N38779,N16118,"['N16118', 'N38779']"
U59203,N56214 N42457 N3031 N61787 N64174,N42457,"['N56214', 'N42457', 'N3031', 'N61787', 'N64174']"
U65299,N48064 N42457,N42457,"['N48064', 'N42457']"
U58791,N12042 N62729,N62729,"['N12042', 'N62729']"
U46961,N42457 N64252,N42457,"['N42457', 'N64252']"
U1952,N33619 N7319,N7319,"['N33619', 'N7319']"
U83588,N48759 N49685 N35729 N56193,N35729,"['N48759', 'N49685', 'N35729', 'N56193']"
U43232,N55204 N53585 N55689,N53585,"['N55204', 'N53585', 'N55689']"
U13168,N54634 N17357,N54634,"['N54634', 'N17357']"
U43166,N55689 N52622 N53585 N55204,N53585,"['N55689', 'N52622', 'N53585', 'N55204']"
U66537,N49180 N50675 N33619 N7319,N33619,"['N49180', 'N50675', 'N33619', 'N7319']"
U5039,N45266 N47061 N35170 N42977,N45266,"['N45266', 'N47061', 'N35170', 'N42977']"
U83886,N17104 N1914 N62729 N17259,N17259,"['N17104', 'N1914', 'N62729', 'N17259']"
U35322,N55204 N43502 N55689 N45270 N21707,N45270,"['N55204', 'N43502', 'N55689', 'N45270', 'N21707']"
U23928,N21707 N55689 N35729 N59981,N35729,"['N21707', 'N55689', 'N35729', 'N59981']"
U40452,N33619 N41020,N33619,"['N33619', 'N41020']"
U78944,N35815 N50872,N50872,"['N35815', 'N50872']"
U32329,N55689 N55204 N23414 N38662 N13930,N23414,"['N55689', 'N55204', 'N23414', 'N38662', 'N13930']"
U46698,N6578 N50872,N6578,"['N6578', 'N50872']"
U38600,N64252 N56214 N4642 N14029 N51048,N56214,"['N64252', 'N56214', 'N4642', 'N14029', 'N51048']"
U88584,N49685 N48759,N49685,"['N49685', 'N48759']"
U81852,N28047 N48606 N48759,N48759,"['N28047', 'N48606', 'N48759']"
U25793,N41881 N27845,N41881,"['N41881', 'N27845']"
U2737,N287 N39010,N287,"['N287', 'N39010']"
U30919,N55689 N35729,N55689,"['N55689', 'N35729']"
U72274,N23414 N55689 N53585,N23414,"['N23414', 'N55689', 'N53585']"
U50257,N55689 N35729,N55689,"['N55689', 'N35729']"
U79961,N50675 N33619 N20079 N47578,N20079,"['N50675', 'N33619', 'N20079', 'N47578']"
U32937,N27560 N40839 N58363 N63970,N63970,"['N27560', 'N40839', 'N58363', 'N63970']"
U49462,N21351 N45428 N1102 N61768,N1102 N61768,"['N21351', 'N45428', 'N1102', 'N61768']"
U64599,N17059 N47061 N35170 N33885,N35170,"['N17059', 'N47061', 'N35170', 'N33885']"
U76150,N61022 N49279,N49279,"['N61022', 'N49279']"
U79298,N49279 N44651 N61022,N49279,"['N49279', 'N44651', 'N61022']"
U63800,N61740 N56211 N41934 N61233,N61740,"['N61740', 'N56211', 'N41934', 'N61233']"
U47021,N53585 N23414 N55689,N23414,"['N53585', 'N23414', 'N55689']"
U55627,N57651 N49685 N36681,N49685,"['N57651', 'N49685', 'N36681']"
U65843,N47061 N45266,N47061,"['N47061', 'N45266']"
U68417,N55689 N6693,N55689,"['N55689', 'N6693']"
U29666,N50872 N38779 N51570 N23446,N38779,"['N50872', 'N38779', 'N51570', 'N23446']"
U90433,N63970 N52122,N63970,"['N63970', 'N52122']"
U79230,N287 N47061,N287,"['N287', 'N47061']"
U56138,N33885 N12029 N42977 N7821,N7821,"['N33885', 'N12029', 'N42977', 'N7821']"
U75896,N61768 N61022,N61768,"['N61768', 'N61022']"
U70613,N55689 N6693,N55689,"['N55689', 'N6693']"
U86334,N53585 N55689 N52622 N55204,N53585,"['N53585', 'N55689', 'N52622', 'N55204']"
U23439,N61233 N19661 N33828 N1228,N61233,"['N61233', 'N19661', 'N33828', 'N1228']"
U24214,N38779 N40109,N40109,"['N38779', 'N40109']"
U55674,N36681 N50060 N49685 N41224,N49685,"['N36681', 'N50060', 'N49685', 'N41224']"
U50175,N287 N39010,N287,"['N287', 'N39010']"
U13905,N56214 N26232,N56214,"['N56214', 'N26232']"
U60494,N56214 N51048 N64252 N4642 N14029,N14029,"['N56214', 'N51048', 'N64252', 'N4642', 'N14029']"
U35355,N13930 N23414 N53585 N55689,N53585,"['N13930', 'N23414', 'N53585', 'N55689']"
U26967,N35729 N55689,N55689,"['N35729', 'N55689']"
U73119,N55689 N23414,N23414,"['N55689', 'N23414']"
U4677,N49279 N61022,N49279,"['N49279', 'N61022']"
U56554,N13907 N39010 N51048 N64094,N51048,"['N13907', 'N39010', 'N51048', 'N64094']"
U93730,N53585 N23414,N53585,"['N53585', 'N23414']"
U60105,N53585 N55204 N55689,N53585,"['N53585', 'N55204', 'N55689']"
U30222,N36221 N56214,N56214,"['N36221', 'N56214']"
U6339,N49279 N36681 N44651,N49279,"['N49279', 'N36681', 'N44651']"
U40466,N20678 N42977,N42977,"['N20678', 'N42977']"
U8009,N23446 N50872 N40109,N40109,"['N23446', 'N50872', 'N40109']"
U8872,N49712 N40109 N23877 N50872,N40109,"['N49712', 'N40109', 'N23877', 'N50872']"
U16401,N64252 N14029 N4642 N56214 N51048,N4642,"['N64252', 'N14029', 'N4642', 'N56214', 'N51048']"
U73816,N23446 N23877 N40109 N50872 N38779,N40109,"['N23446', 'N23877', 'N40109', 'N50872', 'N38779']"
U43091,N47061 N45266,N47061,"['N47061', 'N45266']"
U40885,N33619 N50675,N33619,"['N33619', 'N50675']"
U57721,N20079 N33619,N33619,"['N20079', 'N33619']"
U60150,N36837 N32030 N21351 N23548,N32030 N21351,"['N36837', 'N32030', 'N21351', 'N23548']"
U32895,N63970 N62360 N7319 N24111,N63970,"['N63970', 'N62360', 'N7319', 'N24111']"
U90499,N13930 N55689,N13930,"['N13930', 'N55689']"
U44085,N56211 N41934 N61233,N61233,"['N56211', 'N41934', 'N61233']"
U90879,N49685 N56193,N56193,"['N49685', 'N56193']"
U25149,N55689 N6693,N55689,"['N55689', 'N6693']"
U17917,N42597 N57809,N57809,"['N42597', 'N57809']"
U52163,N56193 N49685,N49685,"['N56193', 'N49685']"
U43059,N42977 N17059 N33885 N47061,N17059,"['N42977', 'N17059', 'N33885', 'N47061']"
U53319,N52622 N55204 N53585 N55689,N53585,"['N52622', 'N55204', 'N53585', 'N55689']"
U84030,N27581 N33632 N35729 N57090,N35729,"['N27581', 'N33632', 'N35729', 'N57090']"
U27025,N42634 N63970 N58363 N40839,N63970,"['N42634', 'N63970', 'N58363', 'N40839']"
U14471,N58363 N63970,N63970,"['N58363', 'N63970']"
U92705,N40109 N50872,N40109,"['N40109', 'N50872']"
U83745,N43370 N63583,N63583,"['N43370', 'N63583']"
U43948,N60750 N50055 N46917 N2235,N60750,"['N60750', 'N50055', 'N46917', 'N2235']"
U73584,N55689 N6693,N55689,"['N55689', 'N6693']"
U32126,N41934 N27737 N52867 N48487 N56211,N41934,"['N41934', 'N27737', 'N52867', 'N48487', 'N56211']"
U42808,N50675 N47578 N33619,N33619,"['N50675', 'N47578', 'N33619']"
U29905,N45266 N47061,N47061,"['N45266', 'N47061']"
U56523,N64094 N287 N51048 N39010,N39010,"['N64094', 'N287', 'N51048', 'N39010']"
U45315,N59981 N7809 N35729,N59981,"['N59981', 'N7809', 'N35729']"
U41771,N57097 N61022,N57097,"['N57097', 'N61022']"
U16138,N287 N51048 N26025 N39010,N287,"['N287', 'N51048', 'N26025', 'N39010']"
U30684,N39471 N64916 N350 N40472,N39471,"['N39471', 'N64916', 'N350', 'N40472']"
U87198,N52622 N55689,N52622,"['N52622', 'N55689']"
U4895,N1228 N27737 N57032 N19661 N40109,N27737,"['N1228', 'N27737', 'N57032', 'N19661', 'N40109']"
U25962,N63970 N58363,N58363,"['N63970', 'N58363']"
U6590,N64252 N56214 N4642 N51048 N14029,N56214,"['N64252', 'N56214', 'N4642', 'N51048', 'N14029']"
U62406,N53585 N55689,N53585,"['N53585', 'N55689']"
U85357,N35729 N6693,N6693,"['N35729', 'N6693']"
U29240,N35729 N55689,N55689,"['N35729', 'N55689']"
U23308,N42634 N58363 N40839 N63970,N63970,"['N42634', 'N58363', 'N40839', 'N63970']"
U83349,N61740 N61233,N61740,"['N61740', 'N61233']"
U77049,N35729 N55689,N55689,"['N35729', 'N55689']"
U2351,N63970 N58363,N58363,"['N63970', 'N58363']"
U73444,N51048 N287,N287,"['N51048', 'N287']"
U14662,N23429 N50675 N33619,N50675 N33619,"['N23429', 'N50675', 'N33619']"
U92991,N25764 N41881 N41178 N24272 N27845,N27845,"['N25764', 'N41881', 'N41178', 'N24272', 'N27845']"
U77896,N24848 N31384 N7795,N7795,"['N24848', 'N31384', 'N7795']"
U657,N35729 N59981 N55689 N21707,N35729,"['N35729', 'N59981', 'N55689', 'N21707']"
U27978,N35729 N55689,N55689,"['N35729', 'N55689']"
U89394,N56214 N8509 N51048 N4642,N56214,"['N56214', 'N8509', 'N51048', 'N4642']"
U60437,N6578 N50872,N6578,"['N6578', 'N50872']"
U68192,N42977 N33885 N12029 N7821,N12029,"['N42977', 'N33885', 'N12029', 'N7821']"
U65005,N23414 N13930 N55204 N38662 N55689,N13930,"['N23414', 'N13930', 'N55204', 'N38662', 'N55689']"
U89444,N33885 N20495,N20495,"['N33885', 'N20495']"
U14604,N55689 N53585,N53585,"['N55689', 'N53585']"
U7149,N51048 N287 N39010,N287,"['N51048', 'N287', 'N39010']"
U31117,N12029 N33885 N7821 N42977,N7821 N42977,"['N12029', 'N33885', 'N7821', 'N42977']"
U49512,N6693 N27581 N57090 N35729,N35729,"['N6693', 'N27581', 'N57090', 'N35729']"
U32774,N53585 N55689 N43502,N53585,"['N53585', 'N55689', 'N43502']"
U49501,N41881 N47020,N41881,"['N41881', 'N47020']"
U7702,N26025 N51048 N33501 N23184,N23184,"['N26025', 'N51048', 'N33501', 'N23184']"
U28405,N33619 N49180 N41020 N7319,N33619,"['N33619', 'N49180', 'N41020', 'N7319']"
U4828,N55204 N52622 N53585 N55689,N53585,"['N55204', 'N52622', 'N53585', 'N55689']"
U77652,N56214 N4642,N4642,"['N56214', 'N4642']"
U46655,N42977 N47061 N45266 N35170,N47061,"['N42977', 'N47061', 'N45266', 'N35170']"
U63446,N64851 N58363,N64851,"['N64851', 'N58363']"
U756,N61740 N41934 N48487 N56211,N56211,"['N61740', 'N41934', 'N48487', 'N56211']"
U33734,N55322 N38294 N24109 N57359,N38294,"['N55322', 'N38294', 'N24109', 'N57359']"
U72142,N55689 N59981 N35729 N7809,N35729,"['N55689', 'N59981', 'N35729', 'N7809']"
U47914,N49879 N54868 N52622 N46878,N52622,"['N49879', 'N54868', 'N52622', 'N46878']"
U38139,N36789 N33619 N16920 N50675 N23429,N33619,"['N36789', 'N33619', 'N16920', 'N50675', 'N23429']"
U82884,N56214 N4642,N56214,"['N56214', 'N4642']"
U65078,N47098 N23446 N29212 N6477 N38779,N29212,"['N47098', 'N23446', 'N29212', 'N6477', 'N38779']"
U26707,N41224 N49685 N50060 N36681 N26952,N49685,"['N41224', 'N49685', 'N50060', 'N36681', 'N26952']"
U30255,N47020 N27845 N51398,N51398,"['N47020', 'N27845', 'N51398']"
U73847,N33632 N35729,N35729,"['N33632', 'N35729']"
U14592,N42977 N12029 N7821 N33885,N7821,"['N42977', 'N12029', 'N7821', 'N33885']"
U32426,N6578 N50872,N6578,"['N6578', 'N50872']"
U52907,N56214 N39774 N4642 N23184 N19592,N4642,"['N56214', 'N39774', 'N4642', 'N23184', 'N19592']"
U21250,N54489 N23414 N46029,N23414,"['N54489', 'N23414', 'N46029']"
U8519,N61022 N61768 N57097 N64916,N61768,"['N61022', 'N61768', 'N57097', 'N64916']"
U84783,N52622 N55689,N52622,"['N52622', 'N55689']"
U91342,N50872 N35815 N40109 N38779,N38779,"['N50872', 'N35815', 'N40109', 'N38779']"
U79667,N55689 N13930 N55204 N53585 N23414,N55689,"['N55689', 'N13930', 'N55204', 'N53585', 'N23414']"
U73091,N63970 N7319,N7319,"['N63970', 'N7319']"
U31330,N60750 N47280 N46917 N61233,N47280,"['N60750', 'N47280', 'N46917', 'N61233']"
U56993,N12029 N33885,N33885,"['N12029', 'N33885']"
U91694,N51398 N41881,N41881,"['N51398', 'N41881']"
U76376,N35729 N55689,N55689,"['N35729', 'N55689']"
U50457,N33619 N7319,N7319,"['N33619', 'N7319']"
U17575,N49180 N41020 N50675 N43519 N33619,N33619,"['N49180', 'N41020', 'N50675', 'N43519', 'N33619']"
U84378,N45270 N55689 N53585 N55204,N53585,"['N45270', 'N55689', 'N53585', 'N55204']"
U59042,N61233 N14478,N14478,"['N61233', 'N14478']"
U66571,N55689 N6693,N55689,"['N55689', 'N6693']"
U85359,N41934 N19661 N14478 N33828 N61233,N14478,"['N41934', 'N19661', 'N14478', 'N33828', 'N61233']"
U74306,N65185 N47020 N1034,N65185,"['N65185', 'N47020', 'N1034']"
U30711,N34092 N51253 N35815,N51253,"['N34092', 'N51253', 'N35815']"
U19161,N8509 N51048 N36221 N56214,N56214,"['N8509', 'N51048', 'N36221', 'N56214']"
U29603,N41881 N27845,N41881,"['N41881', 'N27845']"
U26239,N48759 N62729 N49685 N35729,N35729,"['N48759', 'N62729', 'N49685', 'N35729']"
U73390,N33632 N27581 N57090 N35729,N35729,"['N33632', 'N27581', 'N57090', 'N35729']"
U14521,N6693 N55689,N55689,"['N6693', 'N55689']"
U14234,N6693 N55689,N55689,"['N6693', 'N55689']"
U83638,N35729 N55689,N55689,"['N35729', 'N55689']"
U81233,N287 N64094 N39010 N51048 N13907,N51048,"['N287', 'N64094', 'N39010', 'N51048', 'N13907']"
U9590,N58363 N63970,N58363,"['N58363', 'N63970']"
U128,N35729 N55689,N55689,"['N35729', 'N55689']"
U138,N287 N39010,N287,"['N287', 'N39010']"
U62327,N27845 N41881,N41881,"['N27845', 'N41881']"
U71855,N42961 N27581 N35729 N55689,N55689,"['N42961', 'N27581', 'N35729', 'N55689']"
U76075,N38315 N16920,N16920,"['N38315', 'N16920']"
U21162,N53585 N55204 N13930 N55689 N23414,N53585,"['N53585', 'N55204', 'N13930', 'N55689', 'N23414']"
U37177,N287 N39010,N287,"['N287', 'N39010']"
U41001,N55689 N35729,N55689,"['N55689', 'N35729']"
U10807,N7319 N33619,N33619,"['N7319', 'N33619']"
U80682,N49685 N33632,N33632,"['N49685', 'N33632']"
U35215,N35729 N55689,N55689,"['N35729', 'N55689']"
U91127,N7319 N63970,N7319,"['N7319', 'N63970']"
U13698,N55689 N35729 N42961 N27581,N55689 N35729,"['N55689', 'N35729', 'N42961', 'N27581']"
U78954,N27845 N41881,N41881,"['N27845', 'N41881']"
U67487,N27581 N33632 N35729,N35729,"['N27581', 'N33632', 'N35729']"
U6472,N55689 N35729 N42961 N59981,N35729,"['N55689', 'N35729', 'N42961', 'N59981']"
U63394,N46607 N40839,N46607,"['N46607', 'N40839']"
U76963,N20678 N261,N20678,"['N20678', 'N261']"
U17338,N61022 N44651 N49279,N49279,"['N61022', 'N44651', 'N49279']"
U83677,N14478 N61233 N52424,N14478,"['N14478', 'N61233', 'N52424']"
U35466,N49279 N61022,N49279,"['N49279', 'N61022']"
U62718,N50872 N3243 N34185 N38779 N19661,N19661,"['N50872', 'N3243', 'N34185', 'N38779', 'N19661']"
U18326,N287 N45266 N51048 N47061,N45266,"['N287', 'N45266', 'N51048', 'N47061']"
U48050,N36681 N49685 N57651,N49685,"['N36681', 'N49685', 'N57651']"
U86672,N4642 N56214,N56214,"['N4642', 'N56214']"
U38678,N55204 N45270 N55689,N55204,"['N55204', 'N45270', 'N55689']"
U70299,N52122 N7319,N52122,"['N52122', 'N7319']"
U83465,N51398 N41881,N41881,"['N51398', 'N41881']"
U4167,N47748 N26025 N33501 N51048,N47748,"['N47748', 'N26025', 'N33501', 'N51048']"
U16576,N61022 N49279 N44651,N49279,"['N61022', 'N49279', 'N44651']"
U67223,N47098 N6477 N23446,N23446,"['N47098', 'N6477', 'N23446']"
U49628,N20079 N50675 N47578 N33619,N20079,"['N20079', 'N50675', 'N47578', 'N33619']"
U22625,N35729 N42961 N27581 N55689,N35729,"['N35729', 'N42961', 'N27581', 'N55689']"
U58357,N46029 N54489 N42597,N54489,"['N46029', 'N54489', 'N42597']"
U65787,N61022 N49279 N21882,N49279,"['N61022', 'N49279', 'N21882']"
U77834,N41881 N27845,N41881,"['N41881', 'N27845']"
U20209,N31273 N49685 N48759 N56193,N56193,"['N31273', 'N49685', 'N48759', 'N56193']"
U89079,N42143 N26262 N42977 N33623,N42977,"['N42143', 'N26262', 'N42977', 'N33623']"
U19234,N33885 N12029 N33677 N7821,N33885,"['N33885', 'N12029', 'N33677', 'N7821']"
U5545,N57097 N61768 N61022 N56051,N56051,"['N57097', 'N61768', 'N61022', 'N56051']"
